VA Pharmacy Benefits Management Services,,,,,,
Hines IL,,,,,,
"VA Product Names from National Drug File, Including Recent Changes ",,,,,,
National Formulary Indicator is Omitted for Supplies,,,,,,
,,,,,,
GENERIC,VA_PRODUCT,VA_CLASS,NF_INDICATOR,ITEM_STATUS,PPS Add Date,PPS Delete Date
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE 100MG TAB,CV701,Y,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE,"HYDROCHLOROTHIAZIDE 100MG/ML SOLN,ORAL",CV701,Y,INACTIVE,10/16/2012,5/24/2002
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE 12.5MG CAP,CV701,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE 12.5MG TAB,CV701,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/IRBESARTAN,HYDROCHLOROTHIAZIDE 12.5MG/IRBESARTAN 150MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/IRBESARTAN,"HYDROCHLOROTHIAZIDE 12.5MG/IRBESARTAN 150MG TAB,UD",CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/IRBESARTAN,HYDROCHLOROTHIAZIDE 12.5MG/IRBESARTAN 300MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/IRBESARTAN,"HYDROCHLOROTHIAZIDE 12.5MG/IRBESARTAN 300MG TAB,UD",CV400,N,INACTIVE,10/16/2012,9/28/2007
HYDROCHLOROTHIAZIDE/LISINOPRIL,HYDROCHLOROTHIAZIDE 12.5MG/LISINOPRIL 10MG TAB,CV400,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/LISINOPRIL,HYDROCHLOROTHIAZIDE 12.5MG/LISINOPRIL 20MG TAB,CV400,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/LOSARTAN,HYDROCHLOROTHIAZIDE 12.5MG/LOSARTAN POTASSIUM 100MG TAB,CV400,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/LOSARTAN,HYDROCHLOROTHIAZIDE 12.5MG/LOSARTAN POTASSIUM 50MG TAB,CV400,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/LOSARTAN,"HYDROCHLOROTHIAZIDE 12.5MG/LOSARTAN POTASSIUM 50MG TAB,UD",CV400,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/METOPROLOL,"HYDROCHLOROTHIAZIDE 12.5MG/METOPROLOL 100MG TAB,SA",CV400,N,ACTIVE,7/10/2014,
HYDROCHLOROTHIAZIDE/METOPROLOL,"HYDROCHLOROTHIAZIDE 12.5MG/METOPROLOL 25MG TAB,SA",CV400,N,ACTIVE,7/10/2014,
HYDROCHLOROTHIAZIDE/METOPROLOL,"HYDROCHLOROTHIAZIDE 12.5MG/METOPROLOL 50MG TAB,SA",CV400,N,ACTIVE,7/10/2014,
HYDROCHLOROTHIAZIDE/MOEXIPRIL,HYDROCHLOROTHIAZIDE 12.5MG/MOEXIPRIL HCL 15MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/MOEXIPRIL,HYDROCHLOROTHIAZIDE 12.5MG/MOEXIPRIL HCL 7.5MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/OLMESARTAN,HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTAN 20MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/OLMESARTAN,HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTAN 40MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/OLMESARTAN,HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTIN 40MG TAB,CV400,N,INACTIVE,10/16/2012,2/26/2004
HYDROCHLOROTHIAZIDE/QUINAPRIL,HYDROCHLOROTHIAZIDE 12.5MG/QUINAPRIL HCL 10MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/QUINAPRIL,HYDROCHLOROTHIAZIDE 12.5MG/QUINAPRIL HCL 20MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TELMISARTAN,HYDROCHLOROTHIAZIDE 12.5MG/TELMISARTAN 40MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TELMISARTAN,HYDROCHLOROTHIAZIDE 12.5MG/TELMISARTAN 80MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/VALSARTAN,HYDROCHLOROTHIAZIDE 12.5MG/VALSARTAN 160MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/VALSARTAN,"HYDROCHLOROTHIAZIDE 12.5MG/VALSARTAN 160MG TAB,UD",CV400,N,INACTIVE,10/16/2012,11/15/2019
HYDROCHLOROTHIAZIDE/VALSARTAN,HYDROCHLOROTHIAZIDE 12.5MG/VALSARTAN 320MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/VALSARTAN,HYDROCHLOROTHIAZIDE 12.5MG/VALSARTAN 80MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/VALSARTAN,"HYDROCHLOROTHIAZIDE 12.5MG/VALSARTAN 80MG TAB,UD",CV400,N,INACTIVE,10/16/2012,11/15/2019
HYDROCHLOROTHIAZIDE/METHYLDOPA,HYDROCHLOROTHIAZIDE 15MG/METHYLDOPA 250MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/METHYLDOPA,HYDROCHLOROTHIAZIDE 15MG/METHYLDOPA 50MG TAB,CV400,N,INACTIVE,10/16/2012,6/21/2000
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE 25MG TAB,CV701,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE,"HYDROCHLOROTHIAZIDE 25MG TAB,UD",CV701,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/IRBESARTAN,HYDROCHLOROTHIAZIDE 25MG/IRBESARTAN 300MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/LABETALOL,HYDROCHLOROTHIAZIDE 25MG/LABETALOL 100MG TAB,CV400,N,INACTIVE,10/16/2012,5/24/2002
HYDROCHLOROTHIAZIDE/LABETALOL,HYDROCHLOROTHIAZIDE 25MG/LABETALOL 200MG TAB,CV400,N,INACTIVE,10/16/2012,5/24/2002
HYDROCHLOROTHIAZIDE/LABETALOL,HYDROCHLOROTHIAZIDE 25MG/LABETALOL 300MG TAB,CV400,N,INACTIVE,10/16/2012,5/24/2002
HYDROCHLOROTHIAZIDE/LISINOPRIL,HYDROCHLOROTHIAZIDE 25MG/LISINOPRIL 20MG TAB,CV400,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/LOSARTAN,HYDROCHLOROTHIAZIDE 25MG/LORSARTAN POTASSIUM 100MG TAB,CV400,Y,INACTIVE,10/16/2012,9/25/2006
HYDROCHLOROTHIAZIDE/LOSARTAN,"HYDROCHLOROTHIAZIDE 25MG/LORSARTAN POTASSIUM 100MG TAB,UD",CV400,Y,INACTIVE,10/16/2012,9/25/2006
HYDROCHLOROTHIAZIDE/LOSARTAN,HYDROCHLOROTHIAZIDE 25MG/LOSARTAN POTASSIUM 100MG TAB,CV400,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/LOSARTAN,"HYDROCHLOROTHIAZIDE 25MG/LOSARTAN POTASSIUM 100MG TAB,UD",CV400,Y,INACTIVE,10/16/2012,12/16/2019
HYDROCHLOROTHIAZIDE/METHYLDOPA,HYDROCHLOROTHIAZIDE 25MG/METHYLDOPA 250MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/METOPROLOL,HYDROCHLOROTHIAZIDE 25MG/METOPROLOL 100MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/METOPROLOL,HYDROCHLOROTHIAZIDE 25MG/METOPROLOL 50MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/MOEXIPRIL,HYDROCHLOROTHIAZIDE 25MG/MOEXIPRIL HCL 15MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/OLMESARTAN,HYDROCHLOROTHIAZIDE 25MG/OLMESARTAN 40MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/OLMESARTAN,HYDROCHLOROTHIAZIDE 25MG/OLMESARTIN 40MG TAB,CV400,N,INACTIVE,10/16/2012,2/26/2004
HYDROCHLOROTHIAZIDE/PROPRANOLOL,HYDROCHLOROTHIAZIDE 25MG/PROPRANOLOL HCL 30MG TAB,CV400,N,INACTIVE,10/16/2012,5/24/2002
HYDROCHLOROTHIAZIDE/PROPRANOLOL,HYDROCHLOROTHIAZIDE 25MG/PROPRANOLOL HCL 40MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/PROPRANOLOL,HYDROCHLOROTHIAZIDE 25MG/PROPRANOLOL HCL 80MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/QUINAPRIL,HYDROCHLOROTHIAZIDE 25MG/QUINAPRIL HCL 20MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/RESERPINE,HYDROCHLOROTHIAZIDE 25MG/RESERPINE 0.125MG TAB,CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/RESERPINE,HYDROCHLOROTHIAZIDE 25MG/RESERPINE 0.1MG TAB,CV400,N,INACTIVE,10/16/2012,5/24/2002
HYDROCHLOROTHIAZIDE/SPIRONOLACTONE,HYDROCHLOROTHIAZIDE 25MG/SPIRONOLACTONE 25MG TAB,CV704,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TELMISARTAN,HYDROCHLOROTHIAZIDE 25MG/TELMISARTAN 80MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TIMOLOL,HYDROCHLOROTHIAZIDE 25MG/TIMOLOL MALEATE 10MG TAB,CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/TRIAMTERENE,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 37.5MG CAP,CV704,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TRIAMTERENE,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 37.5MG TAB,CV704,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TRIAMTERENE,"HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 37.5MG TAB,UD",CV704,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TRIAMTERENE,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 50MG CAP,CV704,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TRIAMTERENE,"HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 50MG CAP,UD",CV704,Y,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/TRIAMTERENE,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 50MG TAB,CV704,Y,INACTIVE,10/16/2012,10/22/2002
HYDROCHLOROTHIAZIDE/VALSARTAN,HYDROCHLOROTHIAZIDE 25MG/VALSARTAN 160MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/VALSARTAN,"HYDROCHLOROTHIAZIDE 25MG/VALSARTAN 160MG TAB,UD",CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/VALSARTAN,HYDROCHLOROTHIAZIDE 25MG/VALSARTAN 320MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/METHYLDOPA,HYDROCHLOROTHIAZIDE 30MG/METHYLDOPA 500MG TAB,CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE 50MG TAB,CV701,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE,"HYDROCHLOROTHIAZIDE 50MG/5ML SOLN,ORAL",CV701,Y,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/METHYLDOPA,HYDROCHLOROTHIAZIDE 50MG/METHYLDOPA 500MG TAB,CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/METOPROLOL,HYDROCHLOROTHIAZIDE 50MG/METOPROLOL 100MG TAB,CV400,N,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/PROPRANOLOL,"HYDROCHLOROTHIAZIDE 50MG/PROPRANOLOL HCL 120MG CAP,SA",CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/PROPRANOLOL,"HYDROCHLOROTHIAZIDE 50MG/PROPRANOLOL HCL 160MG CAP,SA",CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/PROPRANOLOL,"HYDROCHLOROTHIAZIDE 50MG/PROPRANOLOL HCL 80MG CAP,SA",CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/RESERPINE,HYDROCHLOROTHIAZIDE 50MG/RESERPINE 0.125MG TAB,CV400,N,INACTIVE,10/16/2012,9/20/2007
HYDROCHLOROTHIAZIDE/RESERPINE,HYDROCHLOROTHIAZIDE 50MG/RESERPINE 0.1MG TAB,CV400,N,INACTIVE,10/16/2012,5/24/2002
HYDROCHLOROTHIAZIDE/SPIRONOLACTONE,HYDROCHLOROTHIAZIDE 50MG/SPIRONOLACTONE 50MG TAB,CV704,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TRIAMTERENE,HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 50MG TAB,CV704,Y,INACTIVE,10/16/2012,10/22/2002
HYDROCHLOROTHIAZIDE/TRIAMTERENE,HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 75MG CAP,CV704,Y,INACTIVE,10/16/2012,10/22/2002
HYDROCHLOROTHIAZIDE/TRIAMTERENE,HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 75MG TAB,CV704,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/TRIAMTERENE,"HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 75MG TAB,UD",CV704,Y,ACTIVE,10/16/2012,
HYDROCHLOROTHIAZIDE/VALSARTAN,HYDROCHLORTHIAZIDE 25MG/VALSARTAN 160MG TAB,CV400,N,INACTIVE,10/16/2012,8/9/2002
HYDROCODONE/PHENYLEPHRINE/PYRILAMINE,HYDROCODONE 1.66MG/P-EPHRINE 5MG/PYRILAMINE 8.33MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,9/30/2008
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 1.67MG/CTM 2MG/P-EPHRINE 5MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,4/7/2010
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 1.67MG/CTM 2MG/P-EPHRINE 5MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,4/7/2010
HYDROCODONE/PHENYLEPHRINE,"HYDROCODONE 1.67MG/PHENYLEPHRINE 5MG LIQUID,ORAL",RE301,N,INACTIVE,10/16/2012,12/1/2009
GUAIFENESIN/HYDROCODONE/PHENYLPROPANOLAMINE/SALICYLAMIDE,HYDROCODONE 1.7MG/GG 100MG/P-PROPANOL 25MG/SALICYLAMIDE 300MG TB,RE301,N,INACTIVE,10/16/2012,10/14/2005
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 10MG/ACETAMINOPHEN 300MG TAB,CN101,N,ACTIVE,10/16/2012,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 10MG/ACETAMINOPHEN 300MG/15ML ELIXIR,CN101,Y,ACTIVE,10/31/2013,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 10MG/ACETAMINOPHEN 325MG TAB,CN101,Y,ACTIVE,10/16/2012,
ACETAMINOPHEN/HYDROCODONE,"HYDROCODONE 10MG/ACETAMINOPHEN 325MG/15ML SOLN,ORAL",CN101,Y,ACTIVE,6/11/2015,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 10MG/ACETAMINOPHEN 400MG TAB,CN101,Y,ACTIVE,10/16/2012,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 10MG/ACETAMINOPHEN 500MG TAB,CN101,Y,INACTIVE,10/16/2012,1/19/2017
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 10MG/ACETAMINOPHEN 650MG TAB,CN101,Y,INACTIVE,10/16/2012,3/15/2017
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 10MG/ACETAMINOPHEN 660MG TAB,CN101,Y,ACTIVE,10/16/2012,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 10MG/ACETAMINOPHEN 750MG TAB,CN101,N,INACTIVE,10/16/2012,1/19/2017
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 10MG/CTM 12MG/P-EPHRINE 30MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,9/28/2007
HYDROCODONE/PHENYLPROPANOLAMINE,HYDROCODONE 10MG/PHENYLPROPANOLAMINE 25MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,10/14/2005
ACETAMINOPHEN/HYDROCODONE,"HYDROCODONE 2.5MG/ACETAMINOPHEN 108MG/5ML SOLN,ORAL,5ML",CN101,Y,ACTIVE,9/20/2013,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 2.5MG/ACETAMINOPHEN 120MG/5ML ELIXIR,CN101,Y,INACTIVE,10/16/2012,9/20/2007
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 2.5MG/ACETAMINOPHEN 167MG/5ML ELIXIR,CN101,Y,INACTIVE,10/16/2012,4/15/2019
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 2.5MG/ACETAMINOPHEN 325MG TAB,CN101,Y,ACTIVE,10/16/2012,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 2.5MG/ACETAMINOPHEN 500MG TAB,CN101,Y,INACTIVE,10/16/2012,3/15/2017
ACETAMINOPHEN/HYDROCODONE,"HYDROCODONE 2.5MG/APAP 167MG/5ML ELIXIR,10ML",CN101,N,INACTIVE,10/16/2012,1/26/2016
ACETAMINOPHEN/HYDROCODONE,"HYDROCODONE 2.5MG/APAP 167MG/5ML ELIXIR,15ML",CN101,Y,INACTIVE,10/16/2012,1/26/2016
CHLORPHENIRAMINE/HYDROCODONE,HYDROCODONE 2.5MG/CHLORPHENIRAMINE 2MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,6/14/2010
CHLORPHENIRAMINE/HYDROCODONE/MENTHOL/PSEUDOEPHEDRINE,HYDROCODONE 2.5MG/CTM 2MG/MENTHOL/PSEUDEFED 30MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,9/20/2007
CHLORPHENIRAMINE/HYDROCODONE/MENTHOL/PSEUDOEPHEDRINE,HYDROCODONE 2.5MG/CTM 2MG/MENTHOL/PSEUDEFED 30MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,9/28/2007
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 2.5MG/CTM 2MG/P-EPHRINE 5MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,12/1/2009
CHLORPHENIRAMINE/HYDROCODONE/PSEUDOEPHEDRINE,HYDROCODONE 2.5MG/CTM 2MG/PSEUDEFED 30MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,6/14/2010
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 2.5MG/CTM 4MG/P-EPHRINE 10MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,4/7/2010
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 2.5MG/CTM 4MG/P-EPHRINE 10MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,9/28/2007
GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 2.5MG/GG 100MG/P-EPHRINE 10MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,9/28/2007
GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,HYDROCODONE 2.5MG/GG 100MG/PSEUDEFED 15MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,8/13/2009
GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,HYDROCODONE 2.5MG/GG 100MG/PSEUDEFED 30MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,4/7/2010
GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 2.5MG/GG 50MG/P-EPHRINE 7.5MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,9/30/2008
GUAIFENESIN/HYDROCODONE,"HYDROCODONE 2.5MG/GUAIFENESIN 200MG/5ML SOLN,ORAL",RE301,N,ACTIVE,1/23/2015,
HYDROCODONE/PHENYLPROPANOLAMINE,HYDROCODONE 2.5MG/PHENYLPROPANOLAMINE 12.5MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,10/14/2005
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 3MG/ACETAMINOPHEN 500MG TAB,CN101,Y,INACTIVE,10/16/2012,9/20/2007
ACETAMINOPHEN/HYDROCODONE,"HYDROCODONE 5MG/ACETAMINOPHEN 217MG/10ML SOLN,ORAL,10ML",CN101,Y,ACTIVE,9/20/2013,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 5MG/ACETAMINOPHEN 300MG TAB,CN101,N,ACTIVE,10/16/2012,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 5MG/ACETAMINOPHEN 325MG TAB,CN101,Y,ACTIVE,10/16/2012,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 5MG/ACETAMINOPHEN 400MG TAB,CN101,Y,ACTIVE,10/16/2012,
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 5MG/ACETAMINOPHEN 500MG CAP,CN101,N,INACTIVE,10/16/2012,1/27/2017
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 5MG/ACETAMINOPHEN 500MG TAB,CN101,Y,INACTIVE,10/16/2012,1/19/2017
ACETAMINOPHEN/HYDROCODONE,"HYDROCODONE 5MG/ACETAMINOPHEN 500MG TAB,UD",CN101,Y,INACTIVE,10/16/2012,1/26/2016
ACETAMINOPHEN/HYDROCODONE,HYDROCODONE 5MG/ACETAMINOPHEN 500MG/5ML ELIXIR,CN101,Y,INACTIVE,10/16/2012,9/20/2007
ACETAMINOPHEN/ASPIRIN/CAFFEINE/HYDROCODONE,HYDROCODONE 5MG/APAP 150MG/ASA 230MG/CAFN 30MG TAB,CN101,N,INACTIVE,10/16/2012,9/20/2007
ACETAMINOPHEN/CAFFEINE/CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRIN,HYDROCODONE 5MG/APAP 250MG/CAFN 30MG/CTM 2MG/P-EPHRINE 10MG TAB,RE301,N,INACTIVE,10/16/2012,9/28/2007
ACETAMINOPHEN/BUTALBITAL/CAFFEINE/HYDROCODONE,HYDROCODONE 5MG/APAP 325MG/BUTALBITAL 30MG/CAFN 40MG CAP,CN101,N,INACTIVE,10/16/2012,9/20/2007
ACETAMINOPHEN/BUTALBITAL/CAFFEINE/HYDROCODONE,HYDROCODONE 5MG/APAP 325MG/BUTALBITAL 50MG/CAFN 40MG CAP,CN101,N,INACTIVE,10/16/2012,9/20/2007
ASPIRIN/CAFFEINE/HYDROCODONE,HYDROCODONE 5MG/ASA 224MG/CAFN 32MG TAB,CN101,N,INACTIVE,10/16/2012,9/20/2007
ASPIRIN/HYDROCODONE,HYDROCODONE 5MG/ASPIRIN 500MG TAB,CN101,N,INACTIVE,10/16/2012,9/20/2007
HYDROCODONE/CARBINOXAMINE/PSEUDOEPHEDRINE,HYDROCODONE 5MG/CARBINOXAMINE 2MG/PSEUDEFED 30MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,6/14/2010
CHLORPHENIRAMINE/HYDROCODONE,HYDROCODONE 5MG/CHLORPHENIRAMINE 4MG/5ML LIQUID,RE301,N,INACTIVE,1/24/2017,5/16/2019
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 5MG/CTM 2MG/P-EPHRINE 5MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,9/28/2007
CHLORPHENIRAMINE/HYDROCODONE/PSEUDOEPHEDRINE,HYDROCODONE 5MG/CTM 4MG/PSEUDEFED 60MG/5ML LIQUID,RE301,N,INACTIVE,12/18/2013,10/15/2019
GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,HYDROCODONE 5MG/GG 100MG/P-EPHINE 7.5MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,4/7/2010
GUAIFENESIN/HYDROCODONE/PHENINDAMINE,HYDROCODONE 5MG/GG 200MG/PHENINDAMINE 25MG TAB,RE301,N,INACTIVE,10/16/2012,9/28/2007
GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,HYDROCODONE 5MG/GG 200MG/PSEUDEFED 60MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,4/7/2010
GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,HYDROCODONE 5MG/GG 200MG/PSEUDEFED 60MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,9/28/2007
GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,HYDROCODONE 5MG/GG 300MG/PSEUDEFED 30MG TAB,RE301,N,INACTIVE,10/16/2012,9/20/2007
GUAIFENESIN/HYDROCODONE,HYDROCODONE 5MG/GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,RE301,N,INACTIVE,10/16/2012,4/7/2010
GUAIFENESIN/HYDROCODONE,HYDROCODONE 5MG/GUAIFENESIN 100MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,4/7/2010
GUAIFENESIN/HYDROCODONE,"HYDROCODONE 5MG/GUAIFENESIN 300MG (M-PHASE) CAP,SA",RE301,N,INACTIVE,10/16/2012,1/8/2010
GUAIFENESIN/HYDROCODONE,HYDROCODONE 5MG/GUAIFENESIN 300MG TAB,RE301,N,INACTIVE,10/16/2012,6/14/2010
HOMATROPINE/HYDROCODONE,HYDROCODONE 5MG/HOMATROPINE 1.5MG TAB,RE301,N,ACTIVE,10/16/2012,
HOMATROPINE/HYDROCODONE,HYDROCODONE 5MG/HOMATROPINE 1.5MG/5ML SYRUP,RE301,N,ACTIVE,10/16/2012,
HYDROCODONE/POTASSIUM GUAIACOLSULFONATE,HYDROCODONE 5MG/K GUAIACOLSULFONATE 300MG/5ML LIQUID,RE301,N,INACTIVE,10/16/2012,12/1/2009
HYDROCODONE/PHENYLPROPANOLAMINE,HYDROCODONE 5MG/PHENYLPROPANOLAMINE 12.5MG/5ML SYRUP,RE301,N,INACTIVE,10/16/2012,10/14/2005
