_id,ltable_id,rtable_id,ltable_name,ltable_category,ltable_fda_schedule,rtable_tokTitle,rtable_tokNews,gold_label
3331,199,15362,crack cocaine,"anesthetics,mucosal",schedule ii,demolition begins notorious han gil hotel former hub trafficking violent crime,han gil hotel town years hotspot death northwest dallas demolished week december u district judge karen scholer called horrors sentencing former owner amos mun 20 federal prison maintaining involved premises least three people died overdoses bodies dumped elsewhere forfeited government part plea deal sold developer condition building razed torn phases asbestos issues dea division demolition began tuesday crews ripping rear portions far long played host parade despicable criminals engaged dealing murder human trafficking attorney erin nealy cox said prepared statement issued wednesday destruction closed chapter horror story still investigation network moved continue across elementary school safe dealers peddling heroin crack cocaine methamphetamine many users would inject according office beatings sexual abuse even torture occurred one top kendrick kiki washington admitted filming another dealer eric stuff freeman using blowtorch young black man freemen sentenced 30 gun charges site rapes brian elledge staff photographer violent acts accompany destroy lives leave families shattered eduardo ch vez special agent charge enforcement agency field glass destroyed walls longer visible symbol abhorrent crimes committed within complete abatement new property plans build retail apartment complex,1
3335,199,30667,crack cocaine,"anesthetics,mucosal",schedule ii,caddo shreveport narcotics unit seizes nearly 550k,close subscribe times go https help shreveporttimes com subscription services shreveport caddo parish sheriff steve prator police chief ben raymond announced friday agents assigned narcotics unit detectives department seized nearly 550 000 following execution search warrant west homicide investigators procured home relative ongoing criminal investigation enlisted execute upon located 177 grams methamphetamine 16 117 marijuana 10 crack cocaine 74 powder 4 540 synthetic 2 951 thc edibles warrants forthcoming read share story www news crime 2020 06 makes big bust 3165006001,1
3337,199,36648,crack cocaine,"anesthetics,mucosal",schedule ii,buffalo gang member sentenced 19 years,buffalo gang member admitted taking part several attempts murder members rival sentenced 19 years prison u district judge lawrence j vilardo pleading guilty racketeering conspiracy charges attorney james p kennedy jr announced maurice rice 22 selling heroin fentanyl including killed lackawanna woman 2018 said cbl bfl also joined others kill three retaliation shootings august september 2015 seventh convicted total 13 charged arrested feb 25 sold crack cocaine butyryl undercover police officers,1
3338,199,38406,crack cocaine,"anesthetics,mucosal",schedule ii,former hernando commissioner charged running brothel files run old seat,brooksville two years ago nick nicholson made national headlines hernando county commissioner charged giving room board prostitutes exchange sex running brothel spring hill home 2018 arrest republican blasted local leadership suspended governor resigned seat first time offender facing misdemeanor charges ended taking plea deal paid fine 729 wants old job back filed paperwork early monday start official qualifying political offices run district 1 commission crowded field three republicans also pre qualified one democrat formal office ends noon friday prepared statement released said looking forward getting six happiest life noted always voice citizens rather establishment mentions personal problems since resolved previously chosen resign distract controversy lurid details relationships women met strip clubs grew forays involving came attention law enforcement included pages investigative reports photos audio recordings even cell phone videos living rented slave recording conversation fellow investigation revealed inside factions within criminal relationship strippers news 2012 term investigated florida department another stripper child woman care seriously sickened ingesting piece crack cocaine case come light 2015 apologized poor judgment would bow pressure reelection second 2016 executive committee support new jeff holcomb chairman sitting called resignation pattern behavior make good representative people think voters deserve better,1
3347,248,750,methamphetamine,amphetamines,schedule ii,man arrested merced ca due car police say,according merced police department driver driving suspended license arrested officers found cash vehicle traffic stop man money using cellphone authorities 3 30 p friday officer pulled appeared 1100 block west olive avenue news release said observed watching pornography connected dash identified bobby yang california towed prior searched several baggies methamphetamine well heroin ecstasy pill also digital scale 1 676 43 suspicion possession narcotics sale transportation usage ask anyone information regarding alleged crime contact shaw 209 388 7766 email shawj cityofmerced org breaking sign one many newsletters first know big breaks,1
3362,248,7810,methamphetamine,amphetamines,schedule ii,official medical examiner report rules homicide george floyd death,county medical examiner overseeing george floyd case minnesota ruled death homicide report released monday cause cardiopulmonary arrest complicating law enforcement subdual restraint neck compression according official hennepin office manner injury occurred decedent experienced restrained officer said added also found performing autopsy 46 year old black man significant conditions arteriosclerotic hypertensive heart disease fentanyl intoxication recent methamphetamine use noted classification statutory function part certification purposes vital statistics public health legal determination culpability intent used usurp judicial process decisions outside scope role authority issuance came several hours private examiners hired family victim caused pressure back white cops routine bust minneapolis march 25,1
3404,248,18703,methamphetamine,amphetamines,schedule ii,oahu community correctional center officer charged smuggling prison,adult corrections officer oahu community correctional center charged today allegedly smuggling contraband including dozen baggies methamphetamine prison intent distribute jon estabilio jr 45 honolulu searched based monitored calls inmates possibly talking smuggled according u district court criminal complaint found carrying packs cigarettes lighters tattoo kits 16 small together weighed grams case describes egregious conduct chose endanger occc rather protect poison destroys lives many communities attorney kenji price said news release office tolerate officers engage aggressively prosecute fullest extent law possession controlled substances providing possessing bribery public officials initial appearance friday,1
3412,248,21185,methamphetamine,amphetamines,schedule ii,mexico seizes 2 tons meth 8 marijuana fentanyl,mexico city mexican soldiers seized huge stash house border tijuana including two tons methamphetamine eight marijuana 131 500 pills containing synthetic opioid fentanyl defense department said thursday haul included 190 pounds 89 kilograms cocaine,1
3416,248,24937,methamphetamine,amphetamines,schedule ii,child pornography found sex offender computer sheriff office says,oroville butte county sheriff office deputies arrested man friday possession child pornography short chase area monument hill boat launch patrolling found motor home expired registration parked lot contacted owner dwayne hansen 49 records check indicated required register sex offender search say children underwear addition marijuana methamphetamine asked said used performing sexual acts possessed cell phone located disclosing stood attempted flee without incident electronic devices later obtained detectives authored warrant forensic download turned images booked jail felony count 600 additionally charged showing intentional infliction pain minor victims purpose gratification stimulation controlled substance nunchakus misdemeanor resisting delaying peace officer narcotics paraphernalia,1
3428,248,29845,methamphetamine,amphetamines,schedule ii,police beat man charged break try jail driver accused assault,man charged break try jail pulaski county sheriff office deputies arrested attempting early friday according report authorities dispatched main facility 12 30 found jose hool 36 trying gain entry building causing damage floodlight entrance said told released wanted backpack methamphetamine back leaving taken misdemeanor criminal mischief bail set driver accused felony assault eatonton ga aggravated charges accident interstate thursday evening arkansas state police trooper arrived site collision 630 near university avenue 6 p victims michael foreman 51 used vehicle intentionally hit one riding witnesses questioned three counts 3 500,1
3431,248,30667,methamphetamine,amphetamines,schedule ii,caddo shreveport narcotics unit seizes nearly 550k,close subscribe times go https help shreveporttimes com subscription services shreveport caddo parish sheriff steve prator police chief ben raymond announced friday agents assigned narcotics unit detectives department seized nearly 550 000 following execution search warrant west homicide investigators procured home relative ongoing criminal investigation enlisted execute upon located 177 grams methamphetamine 16 117 marijuana 10 crack cocaine 74 powder 4 540 synthetic 2 951 thc edibles warrants forthcoming read share story www news crime 2020 06 makes big bust 3165006001,1
3432,248,31570,methamphetamine,amphetamines,schedule ii,feds link 2018 bay area meth heroin bust sinaloa cartel,san francisco first time federal authorities publicly linked 2018 investigation yielded 37 pounds methamphetamine infamous sinaloa cartel court records show criminal case involves two brothers jesus eduardo salazar arrested identified large scale trafficker bay area prosecutors mateo separate occasions interstate 5 shipment 20 meth another near seattle 17 five heroin also recovered arizona resident barely played role scheme evidence discussed setting deals brother actually obtained narcotics nonetheless charged sentences wildly different given years prison last year sentenced served meaning freed jail week sentencing memo though revealed suspected part led ring filed seal never made available public,1
3436,248,33974,methamphetamine,amphetamines,schedule ii,two iowa women arrested stealing horseback riding equipment non profit therapeutic center,two iowa women arrested connection burglary whiteside country 10k worth horseback riding equipment stolen non profit morrison ill 10 000 therapeutic center police department received reports barn county central agricultural society monday krista godat 45 clinton thursday charged unlawful possession methamphetamine paraphernalia theft jolene decker 55 camanche friday,1
3442,248,37829,methamphetamine,amphetamines,schedule ii,3 arrested police seize money gun jamestown apartment,three men arrested cash loaded gun seized friday night authorities jamestown executed search warrant apartment water street police reported arraigned felony charges luis n martinez 48 sammy g mckeithan 38 edwin f rosario 31 also charged second degree criminal possession weapon held chautauqua county jail lieu 25 000 bail 14 ounces methamphetamine ounce cocaine 3 4 grams crack 9 mm handgun 500 paraphernalia according report investigators said stolen two years ago home officers swat team assisted metro task force sheriff office southern tier regional,1
3444,248,39653,methamphetamine,amphetamines,schedule ii,california man arrested nearly 30 pounds meth seized oregon traffic stop,oregon state troopers friday seized nearly 30 pounds methamphetamine driver interstate 5 authorities say julian pineda casillas victorville california pulled speeding central point area according police search 2019 chevrolet malibu revealed 28 8 4 heroin hidden rear fenders said booked jackson county jail suspicion delivery unlawful possession meth records show jim ryan jryan oregonian com 503 221 8005 jimryan015 subscribe oregonlive newsletters podcasts latest news top stories,1
3466,248,55937,methamphetamine,amphetamines,schedule ii,pomona woman arrested claremont loaded gun ammo methamphetamine,claremont 30 year old pomona woman bail felony evading illegal firearms possession custody friday morning additional gun violations stopped authorities members police department major crimes task force patrolling area indian hill boulevard san jose avenue near border 9 p thursday spotted vehicle expired registration driver sgt medellin said officer talked identified valerie sauers determined unlicensed search turned loaded high capacity magazine methamphetamine packaged sale arrested booked jail,1
3467,248,56123,methamphetamine,amphetamines,schedule ii,video shows black man pleading breathe 2019 arrest oklahoma,oklahoma city police department week released video arrest black man last year seen pinned ground saying breathe officer replies care died custody shortly afterward derrick scott 42 arrested may 20 2019 officers confronted receiving reports someone brandishing firearm capt larry withrow said news conference tuesday mr loaded gun pocket captain medical examiner report august lists probable cause death collapsed right lung cites physical restraint recent methamphetamine use heart disease emphysema contributing factors manner unknown says captured body cameras family local lives matter group demanded details,1
3482,248,62100,methamphetamine,amphetamines,schedule ii,stolen police uniform guns atv seized search,lane county ore new details released search warrant served home wednesday morning deputies say addition arresting four men also found stolen police uniform multiple guns including two homemade silencer military smoke canister atv conducted poodle creek road highway 126 related face charges seized said department human services evaluated welfare children location weapons three taken jail one cited dustin conn 37 veneta arrested probation violation faces charge felon possession weapon timothy shafer 20 noti first degree theft prohibited firearm firearms transfer unlicensed person miles smith 30 eugene parole unlawful methamphetamine joseph swenson 58,1
3488,248,68585,methamphetamine,amphetamines,schedule ii,east bay sheriff detectives arrest elementary school teacher suspicion gun charges,san leandro man identified alameda county sheriff detectives fourth grade school teacher jail arrest suspicion gun related charges authorities said monday tweet office arrested robert stimson 48 possession illegal assault weapons methamphetamine added taught lorenzo grant elementary shared image ar 15 ghost taken custody whose listed occupant booked shortly 5 p night facing august 14 arraignment hearing east hall justice dublin pleaded contest alcohol reckless driving 2004 served three year probation term according court records check age acso 4th ca pic twitter com utbgfjwopr acsosheriffs june 16 2020 contact george kelly 408 859 5180,1
3503,311,36421,morphine,opioid analgesics,schedule ii,live updates coronavirus infections hit record highs 14 states puerto rico,think could die like even fever hit 104 heart started racing control mind go every time got another bad diagnosis would tell fine low point manage get healthy practically lived farmers market virus lungs liver still thought going beat giving cpr telling kill caught thing funeral week never weird prayer poem basically spaced minute thinking back home lying couch wonder took morphine yet need check temperature 52 supposed accept sink brain keeps refusing,1
3529,315,6800,cannabis,unknown,schedule i,former oregon duck pole vaulter cole walsh serves suspension positive test cannabis,former university oregon pole vaulter cole walsh completed three month suspension testing positive january thc main psychoactive constituent cannabis marijuana hashish considered many performance enhancer use violation world anti doping rules began six reduced months counseling program successful post collegiate career placed 10th 2019 outdoor championships ken goe,1
3533,315,8829,cannabis,unknown,schedule i,former police officer handed 12 month sentence selling pirate tv devices,former police officer currently serving six year sentence running cannabis farm handed additional 12 months inside yesterday pirate streaming operation daniel aimson sold piracy configured devices ran online portal pleaded guilty conspiracy commit fraud tf latest news copyright battles years many claims people involved linked areas criminality case concluded probably leading example authorities mind 2017 greater manchester gmp assisted federation theft fact launched investigation time force another matter come shortly triggered finances connection a1msn ltd company registered uk october 2016 directed wife rachel,1
3534,315,8894,cannabis,unknown,schedule i,essential marijuana sellers good business landlords,business marijuana growing processing essential according many state governments boon owners cannabis real estate coronavirus pandemic producers cultivate plant warehouses process pills vape kits dried flowers rolled joints medical legal 33 states district columbia recreational pot 11,0
3536,315,9874,cannabis,unknown,schedule i,another record month medical marijuana sales oklahoma,oklahoma medical marijuana industry continues break sales records dispensaries remitted nearly 5 1 million via state 7 tax cannabis meaning customers spent approximately 73 8 april according data released officials fourth month row increased compared previous trend highlights growing demand product year first opened doors sharp rise also coincides covid 19 pandemic forced many people work home prepare retail shortages collections march spiked 25 figures rose another 4,0
3539,315,10244,cannabis,unknown,schedule i,green flower launches online training program cannabis pros,california voted legalize cannabis adult use 2016 seemed like green rush investor funding pouring around world would never end u sales projected reach 30 billion 2023 competition stiffened thus allure investment lost sheen,0
3549,315,15564,cannabis,unknown,schedule i,5 questions jp gravina founder,cannabis part life long time discovered like behind roller rink next dumpster,0
3553,315,17282,cannabis,unknown,schedule i,hexo shares burned almost 6 brighter thursday,new version medical marijuana product plus positive news derivatives front boosted investor confidence cannabis company thursday second time three days hexo nyse delivered piece good canada based announced large sized 30 gram tsunami flower segment lucrative competitive recreational market week unveiling larger packet came two main production processing facility received crucial license extension combination fired optimism prospects,0
3554,315,17350,cannabis,unknown,schedule i,greenlane rise market domination started founder college apartment,company co founder ceo aaron locascio cannabis use always finding inventive ways improve overall consumption experience,0
3559,315,18615,cannabis,unknown,schedule i,driver fled fatal traffic crash muskegon heights sought police,muskegon heights mi woman killed traffic crash wednesday police seeking public help apprehending driver fled scene 48 year old turning left northbound getty street 6 p june 3 struck speeding oncoming pickup truck said deputy chief maurice sain male passenger corner hackley avenue alone nissan suv pronounced dead declined release name able locate owner black dodge involved anyone information asked contact department 231 733 8900 also mlive solar panels represent new brighter future third marijuana dispensary rises cannabis corridor man faces nearly decade prison sexual assaults teen,1
3564,315,21182,cannabis,unknown,schedule i,consumers want cheap pot also smokes,economic impact pandemic pushing consumers toward cheaper cannabis also boosting sales discount cigarettes cigarette flocking deep category volumes growing past 40 four week periods according analysis cowen co vivien azer segment averaged 4 2 percent year growth compared 1 6 decline premium 7 drop branded fallout covid 19 expected result trading particularly low income consumer indexes wrote note,0
3569,315,24050,cannabis,unknown,schedule i,nobody wants destruction downtown businesses reflect protests vandalism followed,nobody wants destruction downtown businesses reflect protests vandalism followed bill wiley gotten home closing cannabis dispensary saw tv reports someone smashed windows along classen boulevard occurred otherwise peaceful protest saturday realized main group protesters would soon pass business apothecare start breaking street jumped truck beat back said thought sure get hit going randomly bust empty something thousands dollars worth product traced stood watch armed gun hand sunrise sunday morning,0
3574,315,27791,cannabis,unknown,schedule i,company tracking weed sprout packaging blockchain technology,uruguay cannabis company operating south american country week released new platform built ternity decentralized scalable blockchain allows complete traceability cultivation medical calls sprout packaging,0
3575,315,27821,cannabis,unknown,schedule i,canopy growth give hold,cannabis company unimpressive fourth quarter results might urge abandon stock eyes ontario canada based canopy growth nyse cgc fiscal 2020 especially aurora acb raised stakes impressive revenue third par investors skeptical various aspects q4 less ideal starters missed analysts estimates huge margin bottom line losses also higher expected adjusted ebitda earnings income tax depreciation amortization coming 102 million canadian dollars lower sales rising operating expenses contributed,0
3576,315,27837,cannabis,unknown,schedule i,3 top marijuana stocks watch june,two flying high right one nowhere go cannabis sector probably case considering lingering uncertainties global economy covid 19 pandemic however seem outlook better months ago lockdowns ended many companies likely benefit improving business environment three top marijuana stocks watch especially closely june image source getty images continue reading,0
3578,315,28592,cannabis,unknown,schedule i,black business owners call unity understanding,first black lives matter rally came end saturday jerome taylor went back work endo cannabis dispensary co owns nw 6 shartel vantage point saw protesters walk toward oklahoma city police station blocks south peaceful protest things get hand group caucasian people started throwing stuff behind protesting said triggered responding unlawful gathering also vandalism storefronts downtown performed described typically white kids skateboards smashing windows friday received dozen reports disorderly conduct occurred around weekend protests,0
3579,315,29159,cannabis,unknown,schedule i,5 pot stocks posted profits recent earnings,every company cannabis industry struggles stay black many investors come expect losses companies still early stages undergoing lot growing pains mean settle unprofitable stocks able breakeven cases consistent basis five land red recent earnings reports aphria nyse apha developing reputation one safer investments common profitable three past four quarters ontario based pot producer may get boost non operating items also recorded profit two periods,0
3587,315,35766,cannabis,unknown,schedule i,aurora cannabis hexo cronos group stocks surged today,could next industry rebound marijuana stocks soared monday investors grew optimistic cannabis many largest companies enjoyed sharp gains day including several factors likely contributed rally view stock market expensive recent lows march possible bargain hunters setting sights beleaguered even today still well time highs make strongest intriguing value focused,0
3603,315,42861,cannabis,unknown,schedule i,philly marijuana dispensaries got looted say state rules making harder reopen,seven city cannabis dispensaries incurred serious damage protests killing george floyd minneapolis police officer accompanied weekend looting collectively dispensary owners estimate suffered hundreds thousands dollars worth least three take weeks reopen verilife manayunk beyond hello center herbology south philadelphia,1
3608,315,46740,cannabis,unknown,schedule i,van nuys building well involved fire appears marijuana growing business,took la firefighters 23 minutes knock well involved fire van nuys commercial building suspected housing marijuana growing operation arcing high voltage wires posed significant danger total 33 los angeles assumed defensive posture thursday morning battling blaze 50 100 foot metal clad appeared house cannabis said department spokesman brian humphrey electrical overhead could energized entire structure burned 7565 woodman ave located south railroad tracks saticoy street responded locaton 7 19 saw coming though roof injuries structures damages lafd added cause investigation,1
3615,315,50974,cannabis,unknown,schedule i,many colorado cannabis users believe driving influence safe,denver survey colorado residents use cannabis daily found many believe driving influence substance safe department transportation conducted 18 000 2017 2019 post reported wednesday hopes perceptions build public awareness campaign dangers marijuana agency said 13 5 drivers involved fatal crashes 2018 tested positive independent analysis state federal data number doubled since 2013 made general conclusions attitudes respondents toward often used less danger perceived helped drive better users skeptical related laws policies enforcement find available statistics convincing enough change behavior wanted information credible nuanced empirical could prove using report,1
3616,315,51059,cannabis,unknown,schedule i,many colorado cannabis consumers believe driving influence safe study finds,department hopes use perceptions build public awareness campaign dangers driving influence marijuana colorado transportation conducted survey 18 000 residents 2017 2019 denver post reported wednesday cannabis daily found many believe substance safe agency said 13 5 percent drivers involved fatal crashes 2018 tested positive independent analysis state federal data number doubled since 2013 advertisement made general conclusions attitudes respondents toward often used less danger perceived helped drive better users skeptical related laws policies enforcement find available statistics convincing enough change behavior wanted information credible nuanced empirical could prove using report,1
3628,315,56491,cannabis,unknown,schedule i,cannabis crop carroll county farmers test growing logistics market newly legal hemp,recently though federal law made little distinction considering hemp marijuana identically essentially illegal 1937 tax act passage controlled substances 1970 cannabis listed restrictive substance category u enforcement administration schedule also includes lsd heroin restrictions called industrial extremely low levels thc began loosen 2014 farm bill according jim drews turfgrass seed program manager maryland department agriculture,1
3629,315,56574,cannabis,unknown,schedule i,method man launches cannabis venture support black business,method man actor rapper known work wu tang clan launching cannabis business aims bring black ownership industry tical named 1994 solo debut album start selling marijuana four owned dispensaries soon weekend said spokesman neal kwatra company whose name stands taking consideration lives raised 300 000 new york based jls fund initial launch 3 million nationwide rollout personally essential use brand help awareness social systemic economic injustice communities struggled oppressive mass incarceration racially biased policing policies statement,1
3633,315,58606,cannabis,unknown,schedule i,3 pot stocks less 100 million cash,u cannabis companies enough money survive downturn cash premium industry days investors important consideration investing pot stock without much hand could rough ride especially economy struggles three stocks reported less 100 million recent earnings reports let take look see given burning whether avoid time,0
3634,315,58612,cannabis,unknown,schedule i,canopy growth stock buy,past year kind canopy growth could pot grower see better days ahead broader stock market continues recover march lows cannabis industry also performing given sector remains significantly levels reached two years ago road full recovery stocks still long nyse cgc one world largest growers cap 16 6 plunging 50 first months performance trails horizons marijuana life sciences etf otc hmlsf benchmark 15 4 since started excellent opportunity investors buy shares cheap,0
9565,331,7336,ketamine,"general anesthetics,other",schedule iii,ketamine treatment major depression study finds serotonin key,growing interest using anesthetic ketamine treatment major depression respond therapy pharmaceutical past studies found improve symptoms large percentage participants sometimes single questions remained helps condition new continue reading,1
9578,331,45009,ketamine,"general anesthetics,other",schedule iii,watch body worn camera video elijah mcclain encounter aurora police,elijah mcclain unarmed 23 year old black man walking home aurora police put chokehold forced ground 15 minutes paramedics injected sedative ketamine apparently suffered heart attack fell coma died taken life support aug 30,1
9623,337,61027,salvia,unknown,unknown,rodd moesel beginning feel lot like summer garden,beginning feel like summer sun intensifies days get longer day night temperatures rise mean end planting season means diligent watering mulching help new existing plants acclimated happy many love heat well time year okra squash cowpeas vegetable garden annuals periwinkle zinnia marigolds penta ornamental sweet potatoes fibrous begonias heavier drinkers need attention tolerant often perennials make big show include varieties salvia daylilies gaillardias shasta daisies dianthus echinacea cornflower coreopsis ajuga others flowering shrubs long put best including hydrangeas hardy hibiscus soon crape myrtles across oklahoma,1
9647,355,50989,testosterone,"hormones/synthetics/modifiers,other",schedule iii,sportswriter rick reilly recalls time called sammy sosa bluff steroids 2002 chicago cubs slugger folded,screamed look like work three times day offseason reilly said wanted say yeah beauty steroids make big give energy drive testosterone know bad allergy attack sometimes go get real snappy people best workouts set personal records every time lifting incriminating trying defend,1
9660,358,47641,methadone,opioid analgesics,schedule ii,opinion works defund police,hear audio stories publishers like new york times download audm iphone android defund police catchy phrase americans imagine home invasion frantic call 911 one answering phone going happen rather reassuring example defunding worked practice 1990s united states portugal struggling respond illicit narcotics doubled policing toolbox followed advice experts decriminalized possession even hard 2001 use today terminology defunded routine cases small time users get help social workers access free methadone roving trucks,1
9667,199,91799,crack cocaine,"anesthetics,mucosal",schedule ii,probe old cases raises questions 2004 george floyd arrest,houston many struggling neighborhoods black undercover narcotics officer worked decades making bust often focused kingpins much farther supply chain residents public housing projects people still dried laundry clotheslines gerald goines made numerous arrests dime rocks tiny amount crack cocaine worth 10 30 year career helped send hundreds jail majority african americans years later old cases looked new scrutiny mr center one biggest police scandals history botched raid orchestrated led death local couple home 2019 prosecutors said lied transactions happening house order obtain knock warrant result thousands squad handled review far 100 arrest 11 period track dismissed three others either convictions overturned judges concluded innocent,1
9670,199,116093,crack cocaine,"anesthetics,mucosal",schedule ii,norwich man faces charges vehicle crashes rolls cars kingstown,driver saw south kingstown police officer signal pull route 1 wednesday sped instead using northbound breakdown lane pass running red lights news release said night readers content provided free public service coronavirus outbreak sign daily breaking newsletters stay informed please support local journalism subscribing providence journal speeding vehicle approached tower hill road intersection mooresfield 138 lost control crashed near another rolled occupied stopped light continued rolling coming rest two unoccupied vehicles parked state lot bridgetown alone car jumped ran officers caught inside found 517 cash suspected crack cocaine lt mark sgalia wrote identified suspect myron christian 37 norwich connecticut charged driving influence eluding reckless resisting arrest various traffic offenses tests determine whether face charges dnaylor providencejournal com 401 277 7411 twitter donita22,1
9673,199,121491,crack cocaine,"anesthetics,mucosal",schedule ii,lake delton man gets 78 months federal prison crack cocaine dealing,sign today support local journalism enjoy articles madison trusted information source subscribers log unlimited digital access featured button text lake delton man arrested august months long investigation sauk county task force sentenced tuesday six years federal prison possessing 28 grams crack cocaine officials say intended sell click latest updates businesses challenging times need find get food goods services remaining open jack washington 43 apprehended hotel room officers issued search warrant according statement time police chief dan hardman charges delivery maintaining trafficking place possession intent deliver greater 40 marijuana announcement scott blader united states attorney western district wisconsin 78 u judge william conley sentence distribute also four supervised release fulfills term five,1
9674,199,121994,crack cocaine,"anesthetics,mucosal",schedule ii,judge cuts 28 years bank robber sentence compassionate release,cleveland ohio federal judge shaved 28 years prison sentence convicted bank robber compassionate release stemmed man deteriorating health u district james gwin ordered timothy wise 47 served less half 50 year term past months inmates across country filed claim susceptible coronavirus spread quickly prisons requests however approved stressed ruling thursday driving force behind decision involving said attacked recreation yard 2007 beat unconscious suffered two spinal fractures broken jaw nose continues neurological problems including debilitating headaches seizures also struggles care attorney catherine shusky argued poor exceptionally long chance getting virus grounds prosecutors opposed move disagreed short worsening condition tends show extraordinary compelling reason wrote overly 1998 law called range 52 since sentencing guidelines changed making advisory today would sentenced 20 crimes disproportionate similarly situated defendants 1997 bought crack cocaine youth according court records proposed robbing banks attempted heists northeast 8 780 arrested third try authorities later tracked jury aiding abetting robbery three gun charges carried mandatory consecutive sentences added 45 bureau take measures serving west virginia include 14 day quarantine leaves appropriate testing,1
9682,199,140902,crack cocaine,"anesthetics,mucosal",schedule ii,oconomowoc man could face 46 years prison accused stealing numerous trailers items,37 year old oconomowoc man facing seven felony charges five misdemeanors accused stealing multiple trailers town convicted scott kasulke could face 46 years prison according online court records charged six thefts one count possession firearm felon three misdemeanor criminal damage complaint filed june 22 waukesha county circuit 2018 corn pro trailer stolen sept 10 2019 landscape highway k used haul skid steers small equipment purchased 5 802 50 less month later insight fs mapleton street reported replacement value listed 100 two days resident bauers lane said snowmobiles valued 000 taken property officer spoke neighbor saw white pickup truck leave mid october another 3 700 particular padlock would cut remove stated fiberglass rear fender ton chain items brown residence total 6 389 garmin gps also unlocked noted found pair gloves letter addressed oct 28 police received report woman scrap metal storage building driver identified custody suspicion theft searched vehicle paraphernalia consistent smoking crack cocaine ipad knives power tools interview admitted involved taking drop different locations get much money 200 300 sold third party scheduled make initial appearance aug contact evan frank 262 361 9138 jrn com follow twitter evanfrank lcp,1
9692,241,96862,hydrocodone,opioid-containing antitussives/expectorants,schedule ii,stolen opioids replaced stool softeners senior facility,police investigating theft opioid painkillers heritage manor assisted living facility porter niagara county sheriff deputies said thief tried cover crime replacing pills stool softeners medical technicians access locked narcotics storage boxes ransomville road reported last week employee two hydrocodone tablets missing one replaced softener investigators reviewing list employees worked time,1
9696,241,130036,hydrocodone,opioid-containing antitussives/expectorants,schedule ii,georgia pharmacist gets prison illegal opioid handling columbus ledger enquirer,pharmacist southern georgia heading federal prison pleading guilty crime involving fraud illegal distribution opioids ray ashley dixon 42 baxley sentenced four years u district court judge friday owned fulghum pharmacy prosecutors say gave including oxycodone hydrocodone several people without prescriptions billed insurers 1 8 million fake office attorney bobby christine said news release pleaded single count conspiracy agents enforcement agency found unable account 10 000 units controlled authorities required pay back breaking sign one many newsletters first know big breaks,1
9698,241,140758,hydrocodone,opioid-containing antitussives/expectorants,schedule ii,police beat vehicle occupants facing charges,sherwood police arrested three people early tuesday related charges according reports officer stopped vehicle johnson drive whitewood 1 30 failing signal turn driver 58 year old charles white search waiver file active parolee said found counterfeit 100 bill pocket searching bag cocaine ecstasy pills pill container adipex yellow straw residue inside purse passenger sherry brooks 50 terry fountain 56 possession hydrocodone oxycodone shoe box rear report later residence paraphernalia taken pulaski county jail yet roster charged five felony counts schedule ii iv bail set four two maintaining premises near certain sites forgery misdemeanor vi,1
9710,248,78639,methamphetamine,amphetamines,schedule ii,5 arrested adams bust,five people arrested eight month investigation adams county sheriff department said today mavrick f morningstar geneva charged three counts dealing methamphetamine myla g pennington berne brad raudenbush decatur two bryce j curry brianna l shaub already custody ripley tennessee awaiting transfer back statement aiding inducing causing,1
9713,248,80791,methamphetamine,amphetamines,schedule ii,ring busted larimer county authorities seize pot cocaine meth guns,officials northern colorado task force arrested six people seized methamphetamine heroin fentanyl cocaine psilocybin mushrooms pot counterfeit currency handguns stolen semi automatic rifle week part trafficking bust larimer county investigation began last fall dubbed operation la familia focused several career criminals histories illegal narcotics distribution authorities said arrests happened tuesday announced wednesday warrants served residences fort collins wellington addition officers also found firearm missing serial number equipment case ongoing additional anticipated,1
9714,248,80884,methamphetamine,amphetamines,schedule ii,florida man shoots cyclist head crossbow police say,fort walton beach man arrested tuesday allegedly shooting cyclist head crossbow matthew ross peters 42 charged aggravated battery deadly weapon firing moving vehicle according release police department victim benny davis riding bike time alleged incident later taken hospital serious injuries leaving sea breeze inn holding officers also found methamphetamine booked okaloosa county jail 5 30 p records,1
9716,248,82745,methamphetamine,amphetamines,schedule ii,police beat traffic stop nlr leads case charges filed parole check,traffic stop nlr leads case man faces charges early morning arrest wednesday north little rock officer stopped chevrolet pickup 4 15 4400 e mccain blvd expired tags report said search carried police reported finding methamphetamine marijuana meth pipe digital scale inside vehicle driver tyler wright 34 taken pulaski county jail charged felony possession paraphernalia misdemeanor bail set related click interactive map full coverage crime arkansasonline com lrcrime filed parole check arrested home officers found according probation residence alex hollins 31 2124 labette manor drive revolver ecstasy pills simultaneous firearm certain persons,1
9720,248,86321,methamphetamine,amphetamines,schedule ii,sentence 10 years meth possession,fort smith one count possession intent distribute methamphetamine enough get holiday island man 10 years federal prison followed five supervised release u district judge p k holmes iii presided sentencing hearing jeremy michael pumphrey 41 court wednesday according office david clay fowlkes acting attorney western arkansas officers carroll county sheriff eureka springs police department arrived residence may 1 2019 arrest outstanding felony warrant news states saw running back door carrying backpack captured arrested search led discovery four plastic bags suspected paraphernalia,1
