id,NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
1219,BUFOTENIN,BUFOTENIN,GENERIC_NAME,BUFOTENIN,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1220,151S,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1221,501S,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1222,APPLE JACK,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1223,BABY T,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1224,BASE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1225,BASEBALL,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1226,FENFLURAMINE,FENFLURAMINE,GENERIC_NAME,FENFLURAMINE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1227,BAZOOKA,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1228,FLURAZEPAM,FLURAZEPAM,GENERIC_NAME,FLURAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1229,BEAM ME UP,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1230,BEAUTIFUL BOULDERS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1231,BEEMER,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1232,BILL BLASS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1233,BINGS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1234,BJ,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1235,BLACK ROCK,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1236,BLOWCAINE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1237,BLOWOUT,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1238,BLUE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1239,BOBO,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1240,BOLO,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1241,BOMB,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1242,BONE CRUSHER,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1243,BONE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1244,REMIFENTANIL,REMIFENTANIL,GENERIC_NAME,REMIFENTANIL,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1245,BOO-BOO,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1246,BOULDER,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1247,BOY,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1248,SUFENTANIL,SUFENTANIL,GENERIC_NAME,SUFENTANIL,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1249,BREAKFAST OF CHAMPIONS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1250,BUBBLE GUM,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1251,BULLION,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1252,ZOPICLONE,ZOPICLONE,GENERIC_NAME,ZOPICLONE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1253,BUMP,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1254,CANDY,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1255,AH-7921,AH-7921,GENERIC_NAME,AH-7921,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1256,CAPS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1257,CASPER THE GHOST,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1258,CAVIAR,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1259,CD,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1260,JWH-203,JWH-203,GENERIC_NAME,JWH-203,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1261,CHEAP BASING,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1262,PENTYLONE,PENTYLONE,GENERIC_NAME,PENTYLONE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1263,CHEWIES,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1264,CHINGY,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1265,CLICKER,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1266,CLIMAX,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1267,CLOUD,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1268,CLOUD NINE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1269,COOKIES,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1270,CRC,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1271,CRIB,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1272,CRUNCH AND MUNCH,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1273,DEVIL,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
1274,ECSTASY/MDMA,ECSTASY/MDMA,GENERIC_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1275,ECSTASY,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1276,MDMA,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1277,MOLLY,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1278,ADAM,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1279,BABY SLITS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1280,BEANS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1281,BLUE KISSES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1282,BLUE SUPERMAN,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1283,BOMBS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1284,BOOTY JUICE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1285,CANDY,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1286,CHOCOLATE CHIPS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1287,CLARITY,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1288,DANCING SHOES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1289,DECADENCE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1290,DISCO BISCUITS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1291,DOCTOR,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1292,DOMEX,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1293,DROP,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1294,E,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1295,E-BOMB,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1296,EGG ROLLS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1297,ESSENCE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1298,EVE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1299,GO,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1300,GOOG,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1301,GREEN APPLE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1302,HAPPY PILL,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1303,CLOBAZAM,CLOBAZAM,GENERIC_NAME,CLOBAZAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
1304,HUG,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1305,HUG DRUG,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1306,KLEENEX,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1307,LOVE DOCTOR,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1308,LOVE DRUG,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1309,LOVE FLIP,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1310,LOVE POTION #9,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1311,LOVE TRIP,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1312,LOVER’S SPEED,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1313,MALCOLM X,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1314,MOON ROCK,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1315,IBOGAINE,IBOGAINE,GENERIC_NAME,IBOGAINE,SCHEDULE I,unknown,unknown,unknown
1316,PEACE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1317,PINGAZ,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1318,PINGERS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1319,ROLLS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1320,ROLLING,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1321,RUNNING,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1322,SCOOBY SNACKS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1323,SKITTLE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1324,PEMOLINE,PEMOLINE,GENERIC_NAME,PEMOLINE,SCHEDULE IV,unknown,unknown,DRUG
1325,SMACKS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1326,SLITS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1327,PHENDIMETRAZINE,PHENDIMETRAZINE,GENERIC_NAME,PHENDIMETRAZINE,SCHEDULE III,unknown,unknown,DRUG
1328,SMARTIES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1329,SPEED FOR LOVERS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1330,SWEETS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1331,TALBUTAL,TALBUTAL,GENERIC_NAME,TALBUTAL,SCHEDULE III,unknown,unknown,BARBITURATE
1332,TACHA,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1333,THIZZ,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1334,TRIPLE STACKS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1335,UPPERS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1336,VITAMIN E,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1337,VITAMIN X,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1338,VOWELS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1339,WHITE MERCEDES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1340,X,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1341,BUTABARBITAL,BUTABARBITAL,GENERIC_NAME,BUTABARBITAL,SCHEDULE III,unknown,unknown,AID
1342,XTC,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1343,BUTALBITAL,BUTALBITAL,GENERIC_NAME,BUTALBITAL,SCHEDULE III,unknown,unknown,BARBITURATE
1344,YOKES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,unknown,unknown,unknown
1345,BUTYLONE,BUTYLONE,GENERIC_NAME,BUTYLONE,SCHEDULE I,unknown,unknown,ENTACTOGEN
1346,HYDROCODONE,HYDROCODONE,GENERIC_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1347,NORCO,HYDROCODONE,BRAND_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1348,VICODIN,HYDROCODONE,BRAND_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1349,LORCET,HYDROCODONE,BRAND_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1350,357S,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1351,BANANAS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1352,DONES,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1353,ESTAZOLAM,ESTAZOLAM,GENERIC_NAME,ESTAZOLAM,SCHEDULE IV,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1354,DRO,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1355,DROCO,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1356,FLUFF,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1357,HYDROS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1358,IDIOT PILLS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1359,LEMONADE,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1360,LORRIES,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1361,SCRATCH,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1362,TABS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1363,TRIPLE V,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1364,METHYLONE,METHYLONE,GENERIC_NAME,METHYLONE,SCHEDULE I,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1365,VEEKS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1366,VICS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1367,VIKES,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1368,V-ITAMIN,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1369,OXANDROLONE,OXANDROLONE,GENERIC_NAME,OXANDROLONE,SCHEDULE III,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1370,WATSONS-387,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1371,WATSONS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
1372,DILAUDID,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1373,PENTOBARBITAL,PENTOBARBITAL,GENERIC_NAME,PENTOBARBITAL,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1374,D,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1375,PHENMETRAZINE,PHENMETRAZINE,GENERIC_NAME,PHENMETRAZINE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1376,DILLIES,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1377,K4,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1378,NEEDLE CANDY,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1379,FOOTBALLS,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1380,JUICE,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1381,SMACK,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1382,QUAZEPAM,QUAZEPAM,GENERIC_NAME,QUAZEPAM,SCHEDULE IV,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
1383,METHAMPHETAMINE,METHAMPHETAMINE,GENERIC_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1384,DIABLO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1385,EVIL SISTER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1386,EYE GLASSES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1387,FIRE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1388,FIZZ,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1389,FLOWERS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1390,FOCO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1391,FOOD,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
